Curs escolar,Codi_centre,Nom_centre,Municipi,Unitats concertades - EINF,Unitats concertades - PRI,Unitats concertades - ESO,Unitats concertades - EdE,Unitats concertades - BATX,Unitats concertades - CFPM,Unitats concertades -CFPS,Alumnes - EINF,Alumnes - PRI,Alumnes - ESO,Alumnes - EdE,Alumnes - BATX,Alumnes - CFPM,Alumnes - CFPS,Dotació plantilla,Nòmina del personal del centre,Seg.Social,Despeses de funcionament,Total Alumnes,MUNICIPI,NOM_CAPITAL,COMARCA,PROVINCIA,CENS
2020-2021,8029751,Martí,Terrassa,3.0,6.0,8.0,0.0,0.0,0.0,0.0,73.0,155.0,249.0,0.0,0.0,0.0,0.0,32.68,1240812.59,389615.15,133748.84,477.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8029763,Sant Domènec Savio,Terrassa,3.0,6.0,12.0,0.0,0.0,8.0,2.0,68.0,155.0,356.0,0.0,0.0,211.0,46.0,55.04,2266960.44,711825.58,292224.14,836.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8029775,Maria Auxiliadora,Terrassa,6.0,12.0,0.0,0.0,0.0,0.0,0.0,116.0,305.0,0.0,0.0,0.0,0.0,0.0,26.0,1012954.32,318067.66,124561.98,421.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8029805,Santa Teresa de Jesús,Terrassa,3.0,6.0,0.0,0.0,0.0,0.0,0.0,74.0,156.0,0.0,0.0,0.0,0.0,0.0,14.0,549811.0,172640.65,63068.55,230.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8029881,Sagrado Corazón de Jesús,Terrassa,9.0,18.0,12.0,0.0,0.0,0.0,0.0,213.0,473.0,378.0,0.0,0.0,0.0,0.0,59.16,2299300.64,721980.4,294746.2,1064.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8029908,Andersen,Terrassa,3.0,6.0,4.0,0.0,0.0,0.0,0.0,78.0,159.0,122.0,0.0,0.0,0.0,0.0,21.726999999999997,921958.84,289495.08,99014.94,359.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8029921,Lumen,Terrassa,3.0,6.0,0.0,0.0,0.0,0.0,0.0,70.0,153.0,0.0,0.0,0.0,0.0,0.0,14.0,538638.98,169132.64,65734.22,223.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8030005,L'Avet,Terrassa,3.0,6.0,0.0,0.0,0.0,0.0,0.0,55.0,152.0,0.0,0.0,0.0,0.0,0.0,14.0,499987.08,156995.94,71892.68,207.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8030017,Creixen Terrassa,Terrassa,3.0,10.0,8.0,0.0,0.0,2.0,0.0,62.0,247.0,232.0,0.0,0.0,43.0,0.0,39.68,1548694.62,486290.11,192813.56,584.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8030054,Petit Estel - La Nova,Terrassa,9.0,18.0,11.0,0.0,0.0,0.0,0.0,219.0,470.0,337.0,0.0,0.0,0.0,0.0,55.48,2084139.72,654419.87,285898.92,1026.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8030078,Egara,Terrassa,9.0,18.0,12.0,0.0,0.0,0.0,0.0,224.0,470.0,374.0,0.0,0.0,0.0,0.0,59.16,2251263.95,706896.88,293249.42,1068.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8030091,Ramon Pont,Terrassa,3.0,6.0,4.0,0.0,0.0,0.0,0.0,76.0,159.0,129.0,0.0,0.0,0.0,0.0,23.72,931252.21,292413.19,93349.32,364.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8030111,Vedruna Vall Terrassa,Terrassa,6.0,12.0,12.0,0.0,0.0,0.0,0.0,137.0,314.0,370.0,0.0,0.0,0.0,0.0,46.16,1907686.61,599013.6,249685.95,821.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8032075,Cingle,Terrassa,0.0,0.0,8.0,0.0,4.0,2.0,0.0,0.0,0.0,247.0,0.0,130.0,52.0,0.0,30.869,1270733.63,399010.36,131205.46,429.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8034801,L'Heura,Terrassa,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,45.0,1508336.43,473617.64,175483.03,166.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8037097,Crespinell,Terrassa,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,28.0,969847.07,304531.98,64704.83,69.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2020-2021,8038120,Edgar,Terrassa,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,10.45,406382.05,127603.96,85767.89,150.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2021-2022,8029556,Delta,Terrassa,3.0,6.0,0.0,0.0,0.0,0.0,0.0,65.0,160.0,0.0,0.0,0.0,0.0,0.0,14.0,518076.25,162675.94,58139.67,225.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
2021-2022,8029581,Sant Josep,Terrassa,3.0,6.0,0.0,0.0,0.0,0.0,0.0,75.0,155.0,0.0,0.0,0.0,0.0,0.0,14.0,584449.4,183517.11,58382.23,230.0,Terrassa,Terrassa,Vallès Occidental,Barcelona,224114.0
